lakeid,year,daynum,sampledate,item,value,layer,lastice
CB,2017,219,2017-08-07,doc,12,bot,2017-04-09
CB,2017,219,2017-08-07,drsif,1404.4799999999998,bot,2017-04-09
CB,2017,219,2017-08-07,nh4,5.5,bot,2017-04-09
CB,2017,219,2017-08-07,no3no2,3,bot,2017-04-09
CB,2017,219,2017-08-07,ph,4.78,bot,2017-04-09
CB,2017,219,2017-08-07,totnf,472,bot,2017-04-09
CB,2017,219,2017-08-07,totnuf,691.5,bot,2017-04-09
CB,2017,219,2017-08-07,totpf,11.5,bot,2017-04-09
CB,2017,219,2017-08-07,totpuf,36.5,bot,2017-04-09
CB,2017,250,2017-09-07,doc,11.07,bot,2017-04-09
CB,2017,250,2017-09-07,drsif,1418.1599999999999,bot,2017-04-09
CB,2017,250,2017-09-07,nh4,35,bot,2017-04-09
CB,2017,250,2017-09-07,no3no2,4,bot,2017-04-09
CB,2017,250,2017-09-07,ph,5.02,bot,2017-04-09
CB,2017,250,2017-09-07,totnf,491,bot,2017-04-09
CB,2017,250,2017-09-07,totnuf,757,bot,2017-04-09
CB,2017,250,2017-09-07,totpf,9,bot,2017-04-09
CB,2017,250,2017-09-07,totpuf,46,bot,2017-04-09
CB,2017,276,2017-10-03,doc,10.504999999999999,bot,2017-04-09
CB,2017,276,2017-10-03,drsif,1797.7799999999997,bot,2017-04-09
CB,2017,276,2017-10-03,nh4,33,bot,2017-04-09
CB,2017,276,2017-10-03,no3no2,23,bot,2017-04-09
CB,2017,276,2017-10-03,ph,4.985,bot,2017-04-09
CB,2017,276,2017-10-03,totnf,451.5,bot,2017-04-09
CB,2017,276,2017-10-03,totnuf,490.5,bot,2017-04-09
CB,2017,276,2017-10-03,totpf,7,bot,2017-04-09
CB,2017,276,2017-10-03,totpuf,14.5,bot,2017-04-09
CB,2017,310,2017-11-06,doc,10.93,bot,2017-04-09
CB,2017,310,2017-11-06,drsif,2232.12,bot,2017-04-09
CB,2017,310,2017-11-06,nh4,31,bot,2017-04-09
CB,2017,310,2017-11-06,no3no2,6.5,bot,2017-04-09
CB,2017,310,2017-11-06,ph,5.04,bot,2017-04-09
CB,2017,310,2017-11-06,totnf,400,bot,2017-04-09
CB,2017,310,2017-11-06,totnuf,689.5,bot,2017-04-09
CB,2017,310,2017-11-06,totpf,13.5,bot,2017-04-09
CB,2017,310,2017-11-06,totpuf,43.5,bot,2017-04-09
CB,2018,134,2018-05-14,doc,13.02,bot,2018-05-04
CB,2018,134,2018-05-14,nh4,411,bot,2018-05-04
CB,2018,134,2018-05-14,no3no2,6,bot,2018-05-04
CB,2018,134,2018-05-14,ph,5.19,bot,2018-05-04
CB,2018,134,2018-05-14,totnf,923,bot,2018-05-04
CB,2018,134,2018-05-14,totnuf,1406,bot,2018-05-04
CB,2018,134,2018-05-14,totpf,12,bot,2018-05-04
CB,2018,134,2018-05-14,totpuf,58,bot,2018-05-04
CB,2018,164,2018-06-13,drsif,3317.3999999999996,bot,2018-05-04
CB,2018,164,2018-06-13,nh4,3,bot,2018-05-04
CB,2018,164,2018-06-13,no3no2,3,bot,2018-05-04
CB,2018,164,2018-06-13,ph,4.7,bot,2018-05-04
CB,2018,164,2018-06-13,totnf,529,bot,2018-05-04
CB,2018,164,2018-06-13,totnuf,1150,bot,2018-05-04
CB,2018,164,2018-06-13,totpf,9,bot,2018-05-04
CB,2018,164,2018-06-13,totpuf,84,bot,2018-05-04
CB,2018,190,2018-07-09,doc,13.42,bot,2018-05-04
CB,2018,190,2018-07-09,drsif,3579.6,bot,2018-05-04
CB,2018,190,2018-07-09,nh4,8,bot,2018-05-04
CB,2018,190,2018-07-09,no3no2,2,bot,2018-05-04
CB,2018,190,2018-07-09,ph,4.79,bot,2018-05-04
CB,2018,190,2018-07-09,totnf,550,bot,2018-05-04
CB,2018,190,2018-07-09,totnuf,1631,bot,2018-05-04
CB,2018,190,2018-07-09,totpf,28,bot,2018-05-04
CB,2018,219,2018-08-07,doc,13.395,bot,2018-05-04
CB,2018,219,2018-08-07,drsif,3123.5999999999995,bot,2018-05-04
CB,2018,219,2018-08-07,nh4,15.5,bot,2018-05-04
CB,2018,219,2018-08-07,no3no2,8.5,bot,2018-05-04
CB,2018,219,2018-08-07,ph,4.83,bot,2018-05-04
CB,2018,219,2018-08-07,totnf,379,bot,2018-05-04
CB,2018,219,2018-08-07,totpf,6.5,bot,2018-05-04
CB,2018,248,2018-09-05,doc,13.47,bot,2018-05-04
CB,2018,248,2018-09-05,drsif,4174.679999999999,bot,2018-05-04
CB,2018,248,2018-09-05,nh4,7,bot,2018-05-04
CB,2018,248,2018-09-05,no3no2,0,bot,2018-05-04
CB,2018,248,2018-09-05,ph,5.01,bot,2018-05-04
CB,2018,248,2018-09-05,totnf,409,bot,2018-05-04
CB,2018,248,2018-09-05,totnuf,1168,bot,2018-05-04
CB,2018,248,2018-09-05,totpf,9,bot,2018-05-04
CB,2018,248,2018-09-05,totpuf,88,bot,2018-05-04
CB,2018,276,2018-10-03,doc,10.65,bot,2018-05-04
CB,2018,276,2018-10-03,drsif,1322.3999999999999,bot,2018-05-04
CB,2018,276,2018-10-03,nh4,83,bot,2018-05-04
CB,2018,276,2018-10-03,no3no2,4,bot,2018-05-04
CB,2018,276,2018-10-03,ph,5.22,bot,2018-05-04
CB,2018,276,2018-10-03,totnf,433,bot,2018-05-04
CB,2018,276,2018-10-03,totnuf,437,bot,2018-05-04
CB,2018,276,2018-10-03,totpf,2.5,bot,2018-05-04
CB,2018,276,2018-10-03,totpuf,13,bot,2018-05-04
CB,2018,309,2018-11-05,doc,10.475000000000001,bot,2018-05-04
CB,2018,309,2018-11-05,drsif,1584.6,bot,2018-05-04
CB,2018,309,2018-11-05,nh4,242.5,bot,2018-05-04
CB,2018,309,2018-11-05,no3no2,21,bot,2018-05-04
CB,2018,309,2018-11-05,ph,5.335,bot,2018-05-04
CB,2018,309,2018-11-05,totnf,653.5,bot,2018-05-04
CB,2018,309,2018-11-05,totnuf,874,bot,2018-05-04
CB,2018,309,2018-11-05,totpf,13,bot,2018-05-04
CB,2018,309,2018-11-05,totpuf,19,bot,2018-05-04
CR,1982,147,1982-05-27,drsif,13.68,bot,1982-05-03
CR,1982,147,1982-05-27,no3no2,0,bot,1982-05-03
CR,1982,147,1982-05-27,ph,5.71,bot,1982-05-03
CR,1982,175,1982-06-24,drsif,0,bot,1982-05-03
CR,1982,175,1982-06-24,no3no2,0,bot,1982-05-03
CR,1982,175,1982-06-24,ph,6.41,bot,1982-05-03
CR,1982,187,1982-07-06,drsif,45.599999999999994,bot,1982-05-03
CR,1982,187,1982-07-06,no3no2,38,bot,1982-05-03
CR,1982,187,1982-07-06,ph,5.81,bot,1982-05-03
CR,1982,200,1982-07-19,drsif,56.99999999999999,bot,1982-05-03
CR,1982,200,1982-07-19,nh4,43,bot,1982-05-03
CR,1982,200,1982-07-19,no3no2,0,bot,1982-05-03
CR,1982,200,1982-07-19,ph,5.6,bot,1982-05-03
CR,1982,215,1982-08-03,drsif,150.48,bot,1982-05-03
CR,1982,215,1982-08-03,nh4,86,bot,1982-05-03
CR,1982,215,1982-08-03,no3no2,5,bot,1982-05-03
CR,1982,215,1982-08-03,ph,5.43,bot,1982-05-03
CR,1982,228,1982-08-16,drsif,98.03999999999999,bot,1982-05-03
CR,1982,228,1982-08-16,nh4,96,bot,1982-05-03
CR,1982,228,1982-08-16,no3no2,5,bot,1982-05-03
CR,1982,228,1982-08-16,ph,5.49,bot,1982-05-03
CR,1982,252,1982-09-09,drsif,196.07999999999998,bot,1982-05-03
CR,1982,252,1982-09-09,nh4,108,bot,1982-05-03
CR,1982,252,1982-09-09,no3no2,5,bot,1982-05-03
CR,1982,252,1982-09-09,ph,5.42,bot,1982-05-03
CR,1982,265,1982-09-22,drsif,287.28,bot,1982-05-03
CR,1982,265,1982-09-22,nh4,180,bot,1982-05-03
CR,1982,265,1982-09-22,no3no2,4,bot,1982-05-03
CR,1982,265,1982-09-22,ph,5.44,bot,1982-05-03
CR,1982,278,1982-10-05,drsif,344.28,bot,1982-05-03
CR,1982,278,1982-10-05,nh4,191,bot,1982-05-03
CR,1982,278,1982-10-05,no3no2,0,bot,1982-05-03
CR,1982,278,1982-10-05,ph,5.52,bot,1982-05-03
CR,1982,294,1982-10-21,drsif,113.99999999999999,bot,1982-05-03
CR,1982,294,1982-10-21,nh4,48,bot,1982-05-03
CR,1982,294,1982-10-21,no3no2,0,bot,1982-05-03
CR,1982,294,1982-10-21,ph,5.63,bot,1982-05-03
CR,1982,315,1982-11-11,drsif,45.599999999999994,bot,1982-05-03
CR,1982,315,1982-11-11,nh4,26,bot,1982-05-03
CR,1982,315,1982-11-11,no3no2,4,bot,1982-05-03
CR,1982,315,1982-11-11,ph,5.83,bot,1982-05-03
CR,1982,337,1982-12-03,ph,5.86,bot,1982-05-03
CR,1983,132,1983-05-12,drsif,6.84,bot,1983-04-29
CR,1983,132,1983-05-12,nh4,0,bot,1983-04-29
CR,1983,132,1983-05-12,no3no2,7.5,bot,1983-04-29
CR,1983,132,1983-05-12,ph,5.605,bot,1983-04-29
CR,1983,143,1983-05-23,drsif,6.84,bot,1983-04-29
CR,1983,143,1983-05-23,nh4,0,bot,1983-04-29
CR,1983,143,1983-05-23,no3no2,0,bot,1983-04-29
CR,1983,143,1983-05-23,ph,5.68,bot,1983-04-29
CR,1983,157,1983-06-06,nh4,17,bot,1983-04-29
CR,1983,157,1983-06-06,ph,5.63,bot,1983-04-29
CR,1983,172,1983-06-21,drsif,22.799999999999997,bot,1983-04-29
CR,1983,172,1983-06-21,nh4,46,bot,1983-04-29
CR,1983,172,1983-06-21,no3no2,7,bot,1983-04-29
CR,1983,172,1983-06-21,ph,5.59,bot,1983-04-29
CR,1983,188,1983-07-07,nh4,12,bot,1983-04-29
CR,1983,188,1983-07-07,no3no2,4,bot,1983-04-29
CR,1983,188,1983-07-07,ph,5.52,bot,1983-04-29
CR,1983,201,1983-07-20,drsif,36.48,bot,1983-04-29
CR,1983,201,1983-07-20,nh4,0,bot,1983-04-29
CR,1983,201,1983-07-20,no3no2,4,bot,1983-04-29
CR,1983,201,1983-07-20,ph,5.48,bot,1983-04-29
CR,1983,214,1983-08-02,nh4,30,bot,1983-04-29
CR,1983,214,1983-08-02,no3no2,11,bot,1983-04-29
CR,1983,214,1983-08-02,ph,5.5,bot,1983-04-29
CR,1983,228,1983-08-16,drsif,164.16,bot,1983-04-29
CR,1983,228,1983-08-16,nh4,73,bot,1983-04-29
CR,1983,228,1983-08-16,no3no2,7,bot,1983-04-29
CR,1983,228,1983-08-16,ph,5.44,bot,1983-04-29
CR,1983,252,1983-09-09,drsif,209.76,bot,1983-04-29
CR,1983,252,1983-09-09,nh4,10,bot,1983-04-29
CR,1983,252,1983-09-09,no3no2,0,bot,1983-04-29
CR,1983,252,1983-09-09,ph,5.33,bot,1983-04-29
CR,1983,269,1983-09-26,drsif,426.35999999999996,bot,1983-04-29
CR,1983,269,1983-09-26,nh4,12,bot,1983-04-29
CR,1983,269,1983-09-26,no3no2,0,bot,1983-04-29
CR,1983,269,1983-09-26,ph,5.09,bot,1983-04-29
CR,1983,292,1983-10-19,drsif,186.95999999999998,bot,1983-04-29
CR,1983,292,1983-10-19,nh4,22,bot,1983-04-29
CR,1983,292,1983-10-19,no3no2,0,bot,1983-04-29
CR,1983,292,1983-10-19,ph,5.34,bot,1983-04-29
CR,1983,319,1983-11-15,drsif,52.44,bot,1983-04-29
CR,1983,319,1983-11-15,nh4,10,bot,1983-04-29
CR,1983,319,1983-11-15,no3no2,0,bot,1983-04-29
CR,1983,319,1983-11-15,ph,5.83,bot,1983-04-29
CR,1984,116,1984-04-25,drsif,31.919999999999998,bot,1984-04-20
CR,1984,116,1984-04-25,nh4,24,bot,1984-04-20
CR,1984,116,1984-04-25,no3no2,3,bot,1984-04-20
CR,1984,116,1984-04-25,ph,5.81,bot,1984-04-20
CR,1984,144,1984-05-23,drsif,41.04,bot,1984-04-20
CR,1984,144,1984-05-23,nh4,20,bot,1984-04-20
CR,1984,144,1984-05-23,no3no2,2,bot,1984-04-20
CR,1984,144,1984-05-23,ph,5.67,bot,1984-04-20
CR,1984,159,1984-06-07,drsif,43.31999999999999,bot,1984-04-20
CR,1984,159,1984-06-07,nh4,29,bot,1984-04-20
CR,1984,159,1984-06-07,no3no2,0,bot,1984-04-20
CR,1984,159,1984-06-07,ph,5.79,bot,1984-04-20
CR,1984,170,1984-06-18,drsif,50.16,bot,1984-04-20
CR,1984,170,1984-06-18,nh4,31,bot,1984-04-20
CR,1984,170,1984-06-18,no3no2,0,bot,1984-04-20
CR,1984,170,1984-06-18,ph,5.64,bot,1984-04-20
CR,1984,186,1984-07-04,drsif,66.11999999999999,bot,1984-04-20
CR,1984,186,1984-07-04,nh4,23,bot,1984-04-20
CR,1984,186,1984-07-04,no3no2,0,bot,1984-04-20
CR,1984,186,1984-07-04,ph,5.81,bot,1984-04-20
CR,1984,200,1984-07-18,drsif,104.88,bot,1984-04-20
CR,1984,200,1984-07-18,nh4,30,bot,1984-04-20
CR,1984,200,1984-07-18,no3no2,3,bot,1984-04-20
CR,1984,200,1984-07-18,ph,5.6,bot,1984-04-20
CR,1984,212,1984-07-30,drsif,118.55999999999999,bot,1984-04-20
CR,1984,212,1984-07-30,nh4,26,bot,1984-04-20
CR,1984,212,1984-07-30,no3no2,0,bot,1984-04-20
CR,1984,212,1984-07-30,ph,5.62,bot,1984-04-20
CR,1984,226,1984-08-13,drsif,212.04,bot,1984-04-20
CR,1984,226,1984-08-13,nh4,22,bot,1984-04-20
CR,1984,226,1984-08-13,no3no2,0,bot,1984-04-20
CR,1984,226,1984-08-13,ph,5.49,bot,1984-04-20
CR,1984,249,1984-09-05,drsif,225.71999999999997,bot,1984-04-20
CR,1984,249,1984-09-05,nh4,74,bot,1984-04-20
CR,1984,249,1984-09-05,no3no2,0,bot,1984-04-20
CR,1984,249,1984-09-05,ph,5.47,bot,1984-04-20
CR,1984,271,1984-09-27,drsif,243.95999999999998,bot,1984-04-20
CR,1984,271,1984-09-27,nh4,73,bot,1984-04-20
CR,1984,271,1984-09-27,no3no2,0,bot,1984-04-20
CR,1984,271,1984-09-27,ph,5.56,bot,1984-04-20
CR,1984,290,1984-10-16,drsif,278.15999999999997,bot,1984-04-20
CR,1984,290,1984-10-16,nh4,110,bot,1984-04-20
CR,1984,290,1984-10-16,no3no2,0,bot,1984-04-20
CR,1984,290,1984-10-16,ph,5.96,bot,1984-04-20
CR,1984,311,1984-11-06,drsif,68.39999999999999,bot,1984-04-20
CR,1984,311,1984-11-06,nh4,31.5,bot,1984-04-20
CR,1984,311,1984-11-06,no3no2,3.5,bot,1984-04-20
CR,1984,311,1984-11-06,ph,5.875,bot,1984-04-20
CR,1985,121,1985-05-01,drsif,29.639999999999997,bot,1985-04-23
CR,1985,121,1985-05-01,nh4,8,bot,1985-04-23
CR,1985,121,1985-05-01,no3no2,31,bot,1985-04-23
CR,1985,121,1985-05-01,ph,5.51,bot,1985-04-23
CR,1985,135,1985-05-15,nh4,20,bot,1985-04-23
CR,1985,135,1985-05-15,no3no2,3,bot,1985-04-23
CR,1985,135,1985-05-15,ph,5.59,bot,1985-04-23
CR,1985,149,1985-05-29,drsif,29.639999999999997,bot,1985-04-23
CR,1985,149,1985-05-29,nh4,32,bot,1985-04-23
CR,1985,149,1985-05-29,no3no2,0,bot,1985-04-23
CR,1985,149,1985-05-29,ph,5.58,bot,1985-04-23
CR,1985,163,1985-06-12,drsif,38.76,bot,1985-04-23
CR,1985,163,1985-06-12,nh4,8,bot,1985-04-23
CR,1985,163,1985-06-12,no3no2,0,bot,1985-04-23
CR,1985,163,1985-06-12,ph,5.61,bot,1985-04-23
CR,1985,175,1985-06-24,drsif,95.75999999999999,bot,1985-04-23
CR,1985,175,1985-06-24,nh4,37,bot,1985-04-23
CR,1985,175,1985-06-24,no3no2,2,bot,1985-04-23
CR,1985,175,1985-06-24,ph,5.35,bot,1985-04-23
CR,1985,189,1985-07-08,drsif,56.99999999999999,bot,1985-04-23
CR,1985,189,1985-07-08,nh4,13,bot,1985-04-23
CR,1985,189,1985-07-08,no3no2,0,bot,1985-04-23
CR,1985,189,1985-07-08,ph,5.41,bot,1985-04-23
CR,1985,204,1985-07-23,drsif,116.27999999999999,bot,1985-04-23
CR,1985,204,1985-07-23,nh4,18,bot,1985-04-23
CR,1985,204,1985-07-23,no3no2,3,bot,1985-04-23
CR,1985,204,1985-07-23,ph,5.35,bot,1985-04-23
CR,1985,219,1985-08-07,drsif,155.04,bot,1985-04-23
CR,1985,219,1985-08-07,nh4,11,bot,1985-04-23
CR,1985,219,1985-08-07,no3no2,0,bot,1985-04-23
CR,1985,219,1985-08-07,ph,5.33,bot,1985-04-23
CR,1985,234,1985-08-22,drsif,227.99999999999997,bot,1985-04-23
CR,1985,234,1985-08-22,nh4,21,bot,1985-04-23
CR,1985,234,1985-08-22,no3no2,0,bot,1985-04-23
CR,1985,234,1985-08-22,ph,5.27,bot,1985-04-23
CR,1985,254,1985-09-11,drsif,209.76,bot,1985-04-23
CR,1985,254,1985-09-11,nh4,144,bot,1985-04-23
CR,1985,254,1985-09-11,no3no2,2,bot,1985-04-23
CR,1985,254,1985-09-11,ph,5.4,bot,1985-04-23
CR,1985,275,1985-10-02,drsif,266.76,bot,1985-04-23
CR,1985,275,1985-10-02,nh4,117,bot,1985-04-23
CR,1985,275,1985-10-02,no3no2,0,bot,1985-04-23
CR,1985,275,1985-10-02,ph,5.755,bot,1985-04-23
CR,1985,295,1985-10-22,drsif,319.2,bot,1985-04-23
CR,1985,295,1985-10-22,nh4,175,bot,1985-04-23
CR,1985,295,1985-10-22,no3no2,0,bot,1985-04-23
CR,1985,295,1985-10-22,ph,6.06,bot,1985-04-23
CR,1985,317,1985-11-13,drsif,47.879999999999995,bot,1985-04-23
CR,1985,317,1985-11-13,nh4,20.5,bot,1985-04-23
CR,1985,317,1985-11-13,no3no2,2,bot,1985-04-23
CR,1985,317,1985-11-13,ph,5.88,bot,1985-04-23
CR,1986,112,1986-04-22,doc,1.23,bot,1986-04-13
CR,1986,112,1986-04-22,drsif,116.27999999999999,bot,1986-04-13
CR,1986,112,1986-04-22,nh4,16,bot,1986-04-13
CR,1986,112,1986-04-22,no3no2,55,bot,1986-04-13
CR,1986,112,1986-04-22,ph,5.46,bot,1986-04-13
CR,1986,112,1986-04-22,totnf,100,bot,1986-04-13
CR,1986,112,1986-04-22,totnuf,144,bot,1986-04-13
CR,1986,112,1986-04-22,totpf,0,bot,1986-04-13
CR,1986,112,1986-04-22,totpuf,9,bot,1986-04-13
CR,1986,142,1986-05-22,doc,1.37,bot,1986-04-13
CR,1986,142,1986-05-22,drsif,29.639999999999997,bot,1986-04-13
CR,1986,142,1986-05-22,nh4,8,bot,1986-04-13
CR,1986,142,1986-05-22,no3no2,16,bot,1986-04-13
CR,1986,142,1986-05-22,ph,5.95,bot,1986-04-13
CR,1986,142,1986-05-22,totnf,156,bot,1986-04-13
CR,1986,142,1986-05-22,totnuf,294,bot,1986-04-13
CR,1986,142,1986-05-22,totpf,0,bot,1986-04-13
CR,1986,142,1986-05-22,totpuf,15,bot,1986-04-13
CR,1986,170,1986-06-19,doc,1.45,bot,1986-04-13
CR,1986,170,1986-06-19,drsif,29.639999999999997,bot,1986-04-13
CR,1986,170,1986-06-19,nh4,18,bot,1986-04-13
CR,1986,170,1986-06-19,no3no2,5,bot,1986-04-13
CR,1986,170,1986-06-19,ph,6.09,bot,1986-04-13
CR,1986,170,1986-06-19,totnf,179,bot,1986-04-13
CR,1986,170,1986-06-19,totnuf,266,bot,1986-04-13
CR,1986,170,1986-06-19,totpf,6,bot,1986-04-13
CR,1986,170,1986-06-19,totpuf,17,bot,1986-04-13
CR,1986,198,1986-07-17,doc,1.53,bot,1986-04-13
CR,1986,198,1986-07-17,drsif,66.11999999999999,bot,1986-04-13
CR,1986,198,1986-07-17,nh4,62,bot,1986-04-13
CR,1986,198,1986-07-17,no3no2,13,bot,1986-04-13
CR,1986,198,1986-07-17,ph,6.02,bot,1986-04-13
CR,1986,198,1986-07-17,totnf,230,bot,1986-04-13
CR,1986,198,1986-07-17,totnuf,234,bot,1986-04-13
CR,1986,198,1986-07-17,totpf,5,bot,1986-04-13
CR,1986,198,1986-07-17,totpuf,9,bot,1986-04-13
CR,1986,226,1986-08-14,doc,2.47,bot,1986-04-13
CR,1986,226,1986-08-14,drsif,257.64,bot,1986-04-13
CR,1986,226,1986-08-14,nh4,83,bot,1986-04-13
CR,1986,226,1986-08-14,no3no2,0,bot,1986-04-13
CR,1986,226,1986-08-14,ph,5.69,bot,1986-04-13
CR,1986,226,1986-08-14,totnf,237,bot,1986-04-13
CR,1986,226,1986-08-14,totnuf,227,bot,1986-04-13
CR,1986,226,1986-08-14,totpf,6,bot,1986-04-13
CR,1986,226,1986-08-14,totpuf,16,bot,1986-04-13
CR,1986,254,1986-09-11,doc,1.19,bot,1986-04-13
CR,1986,254,1986-09-11,drsif,22.799999999999997,bot,1986-04-13
CR,1986,254,1986-09-11,nh4,17,bot,1986-04-13
CR,1986,254,1986-09-11,no3no2,2,bot,1986-04-13
CR,1986,254,1986-09-11,ph,5.61,bot,1986-04-13
CR,1986,254,1986-09-11,totnf,160,bot,1986-04-13
CR,1986,254,1986-09-11,totnuf,217,bot,1986-04-13
CR,1986,254,1986-09-11,totpf,5,bot,1986-04-13
CR,1986,254,1986-09-11,totpuf,25,bot,1986-04-13
CR,1986,281,1986-10-08,doc,1.47,bot,1986-04-13
CR,1986,281,1986-10-08,drsif,398.99999999999994,bot,1986-04-13
CR,1986,281,1986-10-08,nh4,75,bot,1986-04-13
CR,1986,281,1986-10-08,no3no2,0,bot,1986-04-13
CR,1986,281,1986-10-08,ph,5.705,bot,1986-04-13
CR,1986,281,1986-10-08,totnf,199,bot,1986-04-13
CR,1986,281,1986-10-08,totnuf,311.5,bot,1986-04-13
CR,1986,281,1986-10-08,totpf,5,bot,1986-04-13
CR,1986,281,1986-10-08,totpuf,33,bot,1986-04-13
CR,1986,307,1986-11-03,doc,1.42,bot,1986-04-13
CR,1986,307,1986-11-03,drsif,68.39999999999999,bot,1986-04-13
CR,1986,307,1986-11-03,nh4,35,bot,1986-04-13
CR,1986,307,1986-11-03,no3no2,3,bot,1986-04-13
CR,1986,307,1986-11-03,ph,6.17,bot,1986-04-13
CR,1986,307,1986-11-03,totnf,127,bot,1986-04-13
CR,1986,307,1986-11-03,totnuf,146,bot,1986-04-13
CR,1986,307,1986-11-03,totpf,3,bot,1986-04-13
CR,1986,307,1986-11-03,totpuf,6,bot,1986-04-13
CR,1987,111,1987-04-21,doc,1.22,bot,1987-04-09
CR,1987,111,1987-04-21,drsif,11.399999999999999,bot,1987-04-09
CR,1987,111,1987-04-21,nh4,79,bot,1987-04-09
CR,1987,111,1987-04-21,no3no2,24,bot,1987-04-09
CR,1987,111,1987-04-21,ph,5.91,bot,1987-04-09
CR,1987,111,1987-04-21,totnf,93,bot,1987-04-09
CR,1987,111,1987-04-21,totnuf,137,bot,1987-04-09
CR,1987,111,1987-04-21,totpf,0,bot,1987-04-09
CR,1987,111,1987-04-21,totpuf,7,bot,1987-04-09
CR,1987,173,1987-06-22,doc,1.56,bot,1987-04-09
CR,1987,173,1987-06-22,drsif,55.86,bot,1987-04-09
CR,1987,173,1987-06-22,nh4,15,bot,1987-04-09
CR,1987,173,1987-06-22,no3no2,5.5,bot,1987-04-09
CR,1987,173,1987-06-22,ph,6.005,bot,1987-04-09
CR,1987,173,1987-06-22,totnf,200.5,bot,1987-04-09
CR,1987,173,1987-06-22,totnuf,195.5,bot,1987-04-09
CR,1987,173,1987-06-22,totpf,7,bot,1987-04-09
CR,1987,173,1987-06-22,totpuf,10.5,bot,1987-04-09
CR,1987,197,1987-07-16,doc,1.77,bot,1987-04-09
CR,1987,197,1987-07-16,drsif,123.11999999999999,bot,1987-04-09
CR,1987,197,1987-07-16,nh4,80,bot,1987-04-09
CR,1987,197,1987-07-16,no3no2,26,bot,1987-04-09
CR,1987,197,1987-07-16,ph,5.77,bot,1987-04-09
CR,1987,197,1987-07-16,totnf,149,bot,1987-04-09
CR,1987,197,1987-07-16,totnuf,169,bot,1987-04-09
CR,1987,197,1987-07-16,totpf,4,bot,1987-04-09
CR,1987,197,1987-07-16,totpuf,9,bot,1987-04-09
CR,1987,224,1987-08-12,doc,1.8,bot,1987-04-09
CR,1987,224,1987-08-12,drsif,234.83999999999997,bot,1987-04-09
CR,1987,224,1987-08-12,nh4,72,bot,1987-04-09
CR,1987,224,1987-08-12,no3no2,7,bot,1987-04-09
CR,1987,224,1987-08-12,ph,5.57,bot,1987-04-09
CR,1987,224,1987-08-12,totnf,142,bot,1987-04-09
CR,1987,224,1987-08-12,totnuf,160,bot,1987-04-09
CR,1987,224,1987-08-12,totpf,5,bot,1987-04-09
CR,1987,224,1987-08-12,totpuf,10,bot,1987-04-09
CR,1988,117,1988-04-26,doc,1.3,bot,1988-04-15
CR,1988,117,1988-04-26,drsif,54.72,bot,1988-04-15
CR,1988,117,1988-04-26,nh4,50,bot,1988-04-15
CR,1988,117,1988-04-26,no3no2,29,bot,1988-04-15
CR,1988,117,1988-04-26,ph,5.95,bot,1988-04-15
CR,1988,117,1988-04-26,totnf,208,bot,1988-04-15
CR,1988,117,1988-04-26,totnuf,197,bot,1988-04-15
CR,1988,117,1988-04-26,totpf,10,bot,1988-04-15
CR,1988,117,1988-04-26,totpuf,4,bot,1988-04-15
CR,1988,147,1988-05-26,doc,1.35,bot,1988-04-15
CR,1988,147,1988-05-26,drsif,31.919999999999998,bot,1988-04-15
CR,1988,147,1988-05-26,nh4,44,bot,1988-04-15
CR,1988,147,1988-05-26,no3no2,24,bot,1988-04-15
CR,1988,147,1988-05-26,ph,6.05,bot,1988-04-15
CR,1988,147,1988-05-26,totnf,174,bot,1988-04-15
CR,1988,147,1988-05-26,totnuf,184,bot,1988-04-15
CR,1988,147,1988-05-26,totpf,0,bot,1988-04-15
CR,1988,147,1988-05-26,totpuf,5,bot,1988-04-15
CR,1988,175,1988-06-23,doc,1.73,bot,1988-04-15
CR,1988,175,1988-06-23,drsif,27.36,bot,1988-04-15
CR,1988,175,1988-06-23,nh4,80,bot,1988-04-15
CR,1988,175,1988-06-23,no3no2,4,bot,1988-04-15
CR,1988,175,1988-06-23,ph,5.97,bot,1988-04-15
CR,1988,175,1988-06-23,totnf,128,bot,1988-04-15
CR,1988,175,1988-06-23,totnuf,138,bot,1988-04-15
CR,1988,175,1988-06-23,totpf,3,bot,1988-04-15
CR,1988,175,1988-06-23,totpuf,9,bot,1988-04-15
CR,1988,203,1988-07-21,doc,1.81,bot,1988-04-15
CR,1988,203,1988-07-21,drsif,84.36,bot,1988-04-15
CR,1988,203,1988-07-21,nh4,93,bot,1988-04-15
CR,1988,203,1988-07-21,no3no2,5,bot,1988-04-15
CR,1988,203,1988-07-21,ph,5.87,bot,1988-04-15
CR,1988,203,1988-07-21,totnf,176,bot,1988-04-15
CR,1988,203,1988-07-21,totnuf,189,bot,1988-04-15
CR,1988,203,1988-07-21,totpf,0,bot,1988-04-15
CR,1988,203,1988-07-21,totpuf,9,bot,1988-04-15
CR,1988,230,1988-08-17,doc,1.72,bot,1988-04-15
CR,1988,230,1988-08-17,drsif,107.16,bot,1988-04-15
CR,1988,230,1988-08-17,nh4,36,bot,1988-04-15
CR,1988,230,1988-08-17,no3no2,3,bot,1988-04-15
CR,1988,230,1988-08-17,ph,5.69,bot,1988-04-15
CR,1988,230,1988-08-17,totnf,325,bot,1988-04-15
CR,1988,230,1988-08-17,totnuf,367,bot,1988-04-15
CR,1988,230,1988-08-17,totpf,5,bot,1988-04-15
